book_asin,parent_category,category,isbn_13,title,author,price,publication_date,publisher,rating,review_count
201616475,Programming Languages,Java,978-1800209718,Learning Test-Driven Development: A Polyglot Guide to Writing Uncluttered Code,Saleem Siddiqui,32.49,2021-11-16,O'Reilly Media,4.2,17
262730111,Programming Languages,C & C++,978-1098113162,Understanding and Using C Pointers: Core Techniques for Memory Management,Richard M Reese,32.49,2013-05-28,O'Reilly Media,4.6,181
1447111214,Programming Languages,Python,978-0321965516,Learning Test-Driven Development: A Polyglot Guide to Writing Uncluttered Code,Saleem Siddiqui,32.49,2021-11-16,O'Reilly Media,4.2,17
3967309002,Web Development & Design,User Experience & Usability,978-3030616441,Design Sprint: A Practical Guidebook for Building Great Digital Products,Richard Banfield,32.49,2015-10-27,O'Reilly Media,4.6,76
B004E9SYJC,Programming Languages,Python,978-3642430015,Essential SQLAlchemy: Mapping Python to Databases,Jason Myers,32.49,2016-01-05,O'Reilly Media,4.3,52
1098103823,Programming Languages,C#,978-9355511973,"Hands-On Unity 2021 Game Development: Create, customize, and optimize your own professional games from scratch with Unity 2021, 2nd Edition",Nicolas Alejandro Borromeo,32.49,2021-08-20,Packt Publishing,4.4,74
1646113888,Databases & Big Data,SQL,978-0755642083,SQL for Data Scientists: A Beginner's Guide for Building Datasets for Analysis,Renee M. P. Teate,32.49,2021-08-27,Wiley,4.7,62
981323928X,Databases & Big Data,Data Mining,978-0471241959,Data Conscience: Algorithmic Siege on our Humanity,Brandeis Hill Marshall,32.49,2022-09-21,Wiley,4.6,6
135159326,Databases & Big Data,Data Modeling & Design,978-1801814010,Introduction to Modern Modelling Methods (The SAGE Quantitative Research Kit),Dakota Cintron,32.47,2022-05-30,SAGE Publications Ltd,5,2
1111640122,Programming Languages,C#,978-0357422083,Exam Ref 70-483 Programming in C#,Rob Miles,32.43,2018-08-22,Microsoft Press,4.4,129
1617296902,Computer Science,Information Theory,978-1617299537,Biblical Critical Theory: How the Bible's Unfolding Story Makes Sense of Modern Life and Culture,Christopher Watkin,32.4,2022-11-08,Zondervan Academic,4.7,46
109811020X,Security & Encryption,Network Security,978-1801819626,Wireless and Mobile Device Security: Print Bundle (Jones & Barlett Learning Information Systems Security & Assurance),Jim Doherty,32.38,2015-01-06,Jones & Bartlett Learning,4.3,30
198803206,Databases & Big Data,Data Modeling & Design,978-0648331506,Database Management Systems,P S Gill,32.3,2011-07-25,I K International Publishing House,4.7,6
946239069X,Computer Science,Systems Analysis & Design,978-1736049129,Computer Methods in Power System Analysis,Stagg & Ei-Abiad,32.28,2019-01-01,Medtech,3.7,16
1492056359,Web Development & Design,Programming,978-1492084020,"PHP 8 Objects, Patterns, and Practice: Mastering OO Enhancements, Design Patterns, and Essential Development Tools",Matt Zandstra,32.25,2021-04-03,Apress,4.7,39
578973839,Programming Languages,C & C++,978-1838985288,3D Graphics Rendering Cookbook: A comprehensive guide to exploring rendering algorithms in modern OpenGL and Vulkan,Sergey Kosarevsky,32.24,2021-08-25,Packt Publishing,4.5,29
977140075,Computer Science,Bioinformatics,978-1491941195,Essential Mathematical Biology,Nicholas F. Britton,32.22,2003-05-06,Springer,4.1,24
1804616087,Computer Science,AI & Machine Learning,978-1118875186,Human-Centered Data Science: An Introduction,Cecilia Aragon,32.2,2022-03-01,The MIT Press,5,5
1789955246,Web Development & Design,Website Analytics,978-0131873254,Making Sense of NoSQL: A guide for managers and the rest of us,Dan McCreary,32.15,2013-09-20,Manning,4.6,33
131401602,Computer Science,AI & Machine Learning,978-1680508604,"Business Data Science: Combining Machine Learning and Economics to Optimize, Automate, and Accelerate Business Decisions",Matt Taddy,32.06,2019-08-21,McGraw Hill TAB,4.4,151
163343916X,Programming Languages,CSS,978-1617299193,Teach Yourself VISUALLY HTML and CSS: The Fast and Easy Way to Learn (Teach Yourself VISUALLY (Tech)),Guy Hart-Davis,32,2023-09-06,Wiley,0,0
1838828869,Programming Languages,C#,979-8558098426,Code That Fits in Your Head : Heuristics for Software Engineering (Robert C. Martin Series),Mark Seemann,31.99,2021-11-15,Addison-Wesley Professional,4.5,109
1260019322,Programming Languages,Python,978-1449339586,"Python for Kids, 2nd Edition: A Playful Introduction to Programming",Jason R. Briggs,31.99,2022-11-15,No Starch Press,4.7,6
387310738,Databases & Big Data,Data Processing,978-1941043127,Hands-On Programming with R: Write Your Own Functions and Simulations,Garrett Grolemund,31.99,2014-08-12,O'Reilly Media,4.6,262
1260474313,Computer Science,Systems Analysis & Design,978-0849762574,Learning Chaos Engineering: Discovering and Overcoming System Weaknesses Through Experimentation,Russ Miles,31.99,2019-08-20,O'Reilly Media,4.2,31
1433110814,Databases & Big Data,Data Modeling & Design,978-0735667457,TinyML: Machine Learning with TensorFlow Lite on Arduino and Ultra-Low-Power Microcontrollers,Pete Warden,31.99,2020-01-21,O'Reilly Media,4.4,207
1449319270,Web Development & Design,Programming,978-1492085843,"Building Micro-Frontends: Scaling Teams and Projects, Empowering Developers",Luca Mezzalira,31.99,2021-12-28,O'Reilly Media,4.5,83
1784397008,Programming Languages,Python,978-0262539517,"Mining the Social Web: Data Mining Facebook, Twitter, LinkedIn, Instagram, GitHub, and More",Matthew A. Russell,31.99,2019-01-14,O'Reilly Media,4.3,50
149192361X,Computer Science,Systems Analysis & Design,978-1521905555,Fundamentals of Software Architecture: An Engineering Approach,Mark Richards,31.99,2020-03-03,O'Reilly Media,4.6,660
1803244089,Computer Science,Computer Simulation,978-1032014432,Squeaky Clean Topology in Blender: Create accurate deformations and optimized geometry for characters and hard surface models,Michael Steppig,31.99,2022-12-29,Packt Publishing,5,4
596009879,Web Development & Design,Content Management,978-1617298035,Essentials of Supply Chain Management (Essentials Series),Michael H. Hugos,31.99,2018-02-23,Wiley,4.4,167
1933820802,Web Development & Design,User Generated Content,978-3030733506,YUI 3 Cookbook: Writing Maintainable Applications (Cookbooks (O'Reilly)),Evan Goer,31.99,2012-05-24,Yahoo Press,4.6,12
1264268947,Databases & Big Data,MySQL,978-3658346508,MySQL High Availability: Tools for Building Robust Data Centers,Charles Bell,31.98,2014-05-13,O'Reilly Media,4.9,8
989421732,Databases & Big Data,Data Modeling & Design,978-1783285938,"Hyper: Changing the way you think about, plan, and execute business intelligence for real results, real fast!",Boris Evelson,31.95,2015-06-01,"Sanderson Press, LLC",4.4,58
3036548149,Programming Languages,Java,978-0471290483,Hands-On Reactive Programming with Reactor: Build reactive and scalable microservices using the Reactor framework,Rahul Sharma,31.92,2018-09-29,Packt Publishing,3.1,6
691241163,Web Development & Design,Content Management,978-0072190588,Enterprise-Content-Management-Systeme als Leistung im Cloud Computing (German Edition),Katharina Schronz,31.9,2014-10-30,GRIN Verlag,0,0
1492075256,Databases & Big Data,Data Processing,978-1803247595,You Are a Data Person: Strategies for Using Analytics on Campus,Amelia Parnell,31.85,2021-09-14,Stylus Publishing,4.5,25
1491916915,Programming Languages,Java,978-1680507225,Programming AWS Lambda: Build and Deploy Serverless Applications with Java,John Chapin,31.82,2020-03-18,O'Reilly Media,4.3,29
178961290X,Databases & Big Data,Relational Databases,978-0071548649,"Mastering PostgreSQL 11: Expert techniques to build scalable, reliable, and fault-tolerant database applications, 2nd Edition",Hans-Jürgen Schönig,31.82,2018-10-30,Packt Publishing,4.3,27
1260464008,Security & Encryption,Privacy & Online Safety,978-1098121952,"Countering Cyber Sabotage: Introducing Consequence-Driven, Cyber-Informed Engineering (CCE)",Andrew A. Bochman,31.78,2021-01-19,CRC Press,4.8,17
1484286979,Computer Science,Information Theory,978-0672333323,Codes: An Introduction to Information Communication and Cryptography (Springer Undergraduate Mathematics Series),Norman L. Biggs,31.72,2008-12-16,Springer,4.1,4
149205769X,Programming Languages,C & C++,978-0760378045,"C++ in One Hour a Day, Sams Teach Yourself",Siddhartha Rao,31.66,2022-02-22,Sams Publishing,4.5,26
1119488958,Web Development & Design,Content Management,978-9813148840,Designing Connected Content: Plan and Model Digital Products for Today and Tomorrow (Voices That Matter),Mike Atherton,31.62,2017-12-15,New Riders,4.5,59
1935504568,Programming Languages,C#,978-0262693486,Beginning Object-Oriented Programming with C#,Jack Purdum,31.59,2012-11-06,Wrox,4.6,31
1612330754,Web Development & Design,Website Analytics,978-0201558029,Actionable Web Analytics: Using Data to Make Smart Business Decisions,Shane Atchison,31.53,2007-05-29,Sybex,3.5,23
1783263393,Web Development & Design,Website Analytics,978-1492079392,Apache Hadoop YARN: Moving beyond MapReduce and Batch Processing with Apache Hadoop 2 (AddisonWesley Data & Analytics) (Addison-Wesley Data and Analytics),Douglas Eadline,31.52,2014-03-19,AddisonWesley Professional,3.5,27
1492039683,Web Development & Design,Content Management,978-1119601746,"Everyday Business Storytelling: Create, Simplify, and Adapt A Visual Narrative for Any Audience",Janine Kurnoff,31.5,2021-02-17,Wiley,4.6,252
1484290356,Programming Languages,Python,978-1598635034,Learn to Code by Solving Problems: A Python Programming Primer,Daniel Zingaro,31.49,2021-06-21,No Starch Press,4.7,54
B00ERM16C8,Security & Encryption,Privacy & Online Safety,978-1484263662,How to Hack Like a Ghost: Breaching the Cloud,Sparc Flow,31.49,2021-05-03,No Starch Press,4.7,84
013089592X,Web Development & Design,Web Services,978-1119852070,Building RESTful Python Web Services,Gaston C. Hillar,31.49,2016-10-27,Packt Publishing,4.2,6
1491919531,Web Development & Design,Web Design,978-1449365110,"Non-Designer's Design Book, The",Robin Williams,31.49,2014-11-19,Peachpit Press,4.6,1390
B00TJ6UXEO,Computer Science,Systems Analysis & Design,978-0072121247,"Your Code as a Crime Scene: Use Forensic Techniques to Arrest Defects, Bottlenecks, and Bad Design in Your Programs (The Pragmatic Programmers)",Adam Tornhill,31.49,2015-04-21,Pragmatic Bookshelf,4.2,64
1119628857,Computer Science,AI & Machine Learning,978-1633225909,Figure It Out: Getting from Information to Understanding,Stephen P. Anderson,31.49,2020-05-26,Two Waves Books,4.4,63
1098121953,Web Development & Design,Website Analytics,978-1484232125,Practical Web Analytics for User Experience: How Analytics Can Help You Understand Your Users,Michael Beasley,31.46,2013-08-27,Morgan Kaufmann,4.5,13
1259861627,Web Development & Design,User Experience & Usability,978-1492051008,Practical Web Analytics for User Experience: How Analytics Can Help You Understand Your Users,Michael Beasley,31.46,2013-08-27,Morgan Kaufmann,4.5,13
1839210222,Databases & Big Data,Data Mining,978-1933820576,Information Management: Strategies for Gaining a Competitive Advantage with Data (The Savvy Manager's Guides),William Mcknight,31.46,2013-12-26,Morgan Kaufmann,4.7,24
1617295094,Computer Science,Systems Analysis & Design,978-0134023212,"Systems Analysis and Design, Fourth Edition",Gary B. Shelly,31.43,2000-12-27,Course Technology,4.8,4
1590592182,Databases & Big Data,Data Processing,979-8411903959,"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data ... Present Data Effectively (All Things Data)",Elizabeth Clarke,31.42,2022-11-10,Kenneth M Fornari,4.7,40
B07J5P2C8T,Computer Science,AI & Machine Learning,978-0133892567,Machine Learning for Network and Cloud Engineers: Get ready for the next Era of Network Automation,Javier Antich,31.41,2023-01-26,Independently published,0,0
1617294748,Databases & Big Data,Data Processing,978-1503609747,Data Points: Visualization That Means Something,Nathan Yau,31.41,2013-04-15,Wiley,4.4,145
321774515,Databases & Big Data,Oracle,978-1634000307,Oracle Database 10g New Features (Osborne ORACLE Press Series),Robert G. Freeman,31.39,2004-04-13,McGraw Hill TAB,3.9,20
1491958707,Computer Science,Information Theory,978-1450371537,"A Common-Sense Guide to Data Structures and Algorithms, Second Edition: Level Up Your Core Programming Skills",Jay Wengrow,31.13,2020-09-15,Pragmatic Bookshelf,4.7,600
1119811554,Programming Languages,C#,978-1801817479,"C# 8 Quick Syntax Reference: A Pocket Guide to the Language, APIs, and Library",Mikael Olsson,31.09,2019-12-21,Independently published,4.6,11
1492051217,Web Development & Design,Content Management,978-1484200292,The Brain-Based Classroom (Routledge Eye on Education),Kieran O'Mahony,31.05,2020-12-30,Eye on Education,4.8,68
135172756,Security & Encryption,Network Security,978-1785780820,Game Hacking: Developing Autonomous Bots for Online Games,Nick Cano,31.04,2016-07-01,No Starch Press,4.4,46
1617293563,Computer Science,AI & Machine Learning,978-1593275914,Hacking Healthcare: How AI and the Intelligence Revolution Will Reboot an Ailing System,Tom Lawry,31.03,2022-07-20,Productivity Press,4.5,13
1800564732,Computer Science,Information Theory,978-9811233838,A Student's Guide to Coding and Information Theory,Stefan M. Moser,30.99,2012-02-27,Cambridge University Press,4.4,17
B0051TM4GI,Web Development & Design,Programming,978-1119909378,"PHP, MySQL, & JavaScript All-in-One For Dummies",Richard Blum,30.99,2018-04-10,For Dummies,4.5,198
126445516,Web Development & Design,User Experience & Usability,978-1449334833,Designing with Data: Improving the User Experience with A/B Testing,Rochelle King,30.99,2017-05-02,O'Reilly Media,4.2,40
1260462269,Databases & Big Data,Data Modeling & Design,978-1800569003,Managing Data Science: Effective strategies to manage data science projects and build a sustainable team,Kirill Dubovikov,30.99,2019-11-12,Packt Publishing,4.2,12
1430234946,Databases & Big Data,Data Warehousing,978-1449340377,"Apache Hive Essentials: Essential techniques to help you process, and get unique insights from, big data, 2nd Edition",Dayong Du,30.99,2018-06-30,Packt Publishing,4.1,9
1449311792,Web Development & Design,Web Design,978-1801815932,"Guide to NoSQL with Azure Cosmos DB: Work with the massively scalable Azure database service with JSON, C#, LINQ, and .NET Core 2",Gaston C. Hillar,30.99,2018-09-28,Packt Publishing,4.1,11
1484288696,Computer Science,Robotics,978-1640552821,Arduino Essentials,Francis Perea,30.99,2015-02-24,Packt Publishing,4.1,9
1491912766,Computer Science,Bioinformatics,978-0321125217,YARN Essentials,Amol Fasale,30.99,2015-02-24,Packt Publishing,4.5,5
1680509616,Programming Languages,Java,978-1119682363,"Building a RESTful Web Service with Spring: A hands-on guide to building an enterprise-grade, scalable RESTful web service using the Spring Framework",Ludovic Dewailly,30.99,2015-10-14,Packt Publishing,3.8,26
1789954118,Databases & Big Data,Relational Databases,978-1800568761,"The SQL Workshop: Learn to create, manipulate and secure data and manage relational databases with SQL",Frank Solomon,30.99,2019-12-30,Packt Publishing,4.3,33
1801814635,Web Development & Design,Web Services,978-1838648572,MEAN Web Development,Amos Q. Haviv,30.99,2014-09-25,Packt Publishing,4.3,66
1803233303,Security & Encryption,Hacking,978-9811258985,Supercharge Your Slack Productivity: Discover hacks and tips for managing and automating your workflow with Slack and Slack bots,Moshe Markovich,30.99,2021-04-09,Packt Publishing,4.3,12
1803242736,Security & Encryption,Encryption,978-1617299421,"Cyber Warfare – Truth, Tactics, and Strategies: Strategic concepts and truths to help you and your organization survive on the battleground of cyber warfare",Dr. Chase Cunningham,30.99,2020-02-25,Packt Publishing,4.6,130
3030632865,Security & Encryption,Network Security,978-1509302772,Cybersecurity: The Beginner's Guide: A comprehensive guide to getting started in cybersecurity,Dr. Erdal Ozkaya,30.99,2019-05-27,Packt Publishing,4.5,210
1118026470,Computer Science,Information Theory,978-1492093695,Release It!: Design and Deploy Production-Ready Software,Michael T. Nygard,30.99,2018-01-30,Pragmatic Bookshelf,4.7,317
1803242620,Databases & Big Data,Data Modeling & Design,978-1583473481,Programming Ecto: Build Database Apps in Elixir for Scalability and Performance,Darin Wilson,30.99,2019-05-07,Pragmatic Bookshelf,4.6,31
B001BPWJ98,Programming Languages,Python,978-1491991732,"Python Data Analytics: With Pandas, NumPy, and Matplotlib",Fabio Nelli,30.96,2018-09-28,Apress,3.9,29
1013689194,Computer Science,Cybernetics,978-1608455379,Thinking by Machine: a Study of Cybernetics / Translated by Y. M. Golla; With a Foreword by Isaac Asimov. --,Pierre de 1905- Latil,30.95,2021-09-09,Hassell Street Press,5,2
1933988223,Programming Languages,Java,978-0764573712,Java Threads: Understanding and Mastering Concurrent Programming,Scott Oaks,30.93,2004-10-05,O'Reilly Media,4.1,34
470385499,Computer Science,Systems Analysis & Design,978-1617291005,"Cloud-Native Observability with OpenTelemetry: Learn to gain visibility into systems by combining tracing, metrics, and logging with OpenTelemetry",Alex Boten,30.86,2022-05-04,Packt Publishing,4.5,17
1638280541,Programming Languages,Python,978-1788471305,Beginning Programming with Python For Dummies,John Paul Mueller,30.79,2023-01-05,For Dummies,2.5,2
128023082,Web Development & Design,Content Management,978-1119611042,"Visual Collaboration: A Powerful Toolkit for Improving Meetings, Projects, and Processes",Loa Baastrup,30.75,2019-11-19,Wiley,4.5,189
1887902996,Programming Languages,C & C++,978-1484289532,Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles,Narasimha Karumanchi,30.74,2016-08-28,CareerMonk Publications,4.4,2261
9814618454,Databases & Big Data,Oracle,978-0128158319,Pro Oracle Database 18c Administration: Manage and Safeguard Your Organization’s Data,Michelle Malcher,30.62,2019-03-29,Apress,4.2,12
1787124835,Web Development & Design,User Experience & Usability,978-0072230666,Interaction Design: Beyond Human - Computer Interaction,Helen Sharp,30.52,2011-06-07,Wiley,3.7,74
1838827692,Programming Languages,Python,978-1118859124,Using Asyncio in Python: Understanding Python's Asynchronous Programming Features,Caleb Hattingh,30.49,2020-03-10,O'Reilly Media,4.3,62
187196279X,Databases & Big Data,Data Mining,978-0764570698,Mastering Spark with R: The Complete Guide to Large-Scale Analysis and Modeling,Javier Luraschi,30.49,2019-11-19,O'Reilly Media,4.7,28
180181287X,Web Development & Design,Programming,978-0750339612,Professional JavaScript for Web Developers,Matt Frisbie,30.49,2019-10-15,Wrox,4.6,157
262542528,Web Development & Design,Content Management,978-1787122383,"Content Strategy Toolkit, The: Methods, Guidelines, and Templates for Getting Content Right (Voices That Matter)",Meghan Casey,30.44,2015-06-18,New Riders,4.3,152
1890348988,Web Development & Design,Programming,978-0134076430,Designing Interfaces: Patterns for Effective Interaction Design,Jenifer Tidwell,30.44,2020-02-18,O'Reilly Media,4.7,139
137929234,Web Development & Design,Programming,978-1913132088,Modern JavaScript Web Development Cookbook: Easy solutions to common and everyday JavaScript development problems,Federico Kereki,30.39,2018-12-26,Packt Publishing,5,2
1107611253,Web Development & Design,Web Marketing,978-1498765497,Effective SEO and Content Marketing: The Ultimate Guide for Maximizing Free Web Traffic,Nicholas Papagiannis,30.39,2020-02-07,Wiley,4.4,29
148426536X,Programming Languages,Python,978-1804616086,Effective PyCharm: Learn the PyCharm IDE with a Hands-on Approach,Matt Harrison,30.37,2019-05-13,Metasnake,3.6,26
1118825098,Security & Encryption,Network Security,978-1593275648,"Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,30.22,2018-12-04,No Starch Press,4.7,1693
111908864X,Databases & Big Data,Data Warehousing,978-1708175146,Mapping Data Flows in Azure Data Factory: Building Scalable ETL Projects in the Microsoft Cloud,Mark Kromer,30.19,2022-08-26,Apress,3.9,4
128219297,Web Development & Design,User Experience & Usability,978-0123854964,User Experience Management: Essential Skills for Leading Effective UX Teams,Arnie Lund,30.19,2011-05-09,Morgan Kaufmann,4,30
B078HCC8QD,Databases & Big Data,Data Mining,978-1365021176,Marketing Analytics: A Practical Guide to Improving Consumer Insights Using Data Techniques,Mike Grigsby,30.16,2018-04-24,Kogan Page,4.3,57
71842829,Programming Languages,Python,978-1718501560,Make Python Talk: Build Apps with Voice Control and Speech Recognition,Mark Liu,30.09,2021-08-24,No Starch Press,4.3,19
63221942,Security & Encryption,Privacy & Online Safety,978-1593271442,"Hacking: The Art of Exploitation, 2nd Edition",Jon Erickson,30.06,2008-02-04,No Starch Press,4.7,1305
163462887X,Databases & Big Data,Data Mining,978-1492098713,Learn Data Mining Through Excel: A Step-by-Step Approach for Understanding Machine Learning Methods,Hong Zhou,30.02,2020-06-14,Apress,4.4,55
124186769,Databases & Big Data,Data Modeling & Design,978-0374189907,Living in Data: A Citizen's Guide to a Better Information Future,Jer Thorp,30,2021-05-04,MCD,4.4,77
1617296694,Databases & Big Data,Data Processing,978-1728234076,The Costs of Connection: How Data Is Colonizing Human Life and Appropriating It for Capitalism (Culture and Economic Life),Nick Couldry,30,2019-08-20,Stanford University Press,4.5,31
1579550487,Web Development & Design,Content Management,978-1838987312,Academic Conversations: Classroom Talk that Fosters Critical Thinking and Content Understandings,Jeff Zwiers,30,2011-11-04,Stenhouse Publishers,4.6,152
1119854164,Programming Languages,C & C++,978-1601381255,"Tour of C++, A (C++ In-Depth Series)",Bjarne Stroustrup,29.99,2022-09-24,Addison-Wesley Professional,4.8,44
1789619130,Computer Science,AI & Machine Learning,978-1590594780,"Language of SQL, The (Learning)",Larry Rockoff,29.99,2016-07-27,Addison-Wesley Professional,4.5,85
134575989,Security & Encryption,Cryptography,978-9813239289,Applied Cryptography in .NET and Azure Key Vault: A Practical Guide to Encryption in .NET and .NET Core,Stephen Haunts,29.99,2019-02-11,Apress,2.7,4
1398606596,Web Development & Design,Programming,978-1492038740,Beginning Progressive Web App Development: Creating a Native App Experience on the Web,Dennis Sheppard,29.99,2017-11-29,Apress,4.8,7
1621537870,Web Development & Design,Website Analytics,978-1634312028,Facebook API Developers Guide (Firstpress),Alan Graham,29.99,2008-02-28,Apress,3.9,5
1680507206,Web Development & Design,Programming,978-1264609901,Clean Ruby: A Guide to Crafting Better Code for Rubyists,Carleton DiLeo,29.99,2019-11-29,Apress,4.3,9
B00DBELAXS,Web Development & Design,Programming,978-1599186740,A Brief Introduction to Web3: Decentralized Web Fundamentals for App Development,Shashank Mohan Jain,29.99,2022-12-22,Apress,0,0
B00LXAAMS6,Web Development & Design,Programming,978-1840789577,Web Development with Go: Building Scalable Web Apps and RESTful Services,Shiju Varghese,29.99,2015-12-30,Apress,4,21
B081653251,Programming Languages,CSS,978-1718502840,The Absolute Beginner's Guide to HTML and CSS: A Step-by-Step Guide with Examples and Lab Exercises,Kevin Wilson,29.99,2023-04-18,Apress,0,0
1593271921,Web Development & Design,Web Design,978-1801813051,Front-End Web Development: The Big Nerd Ranch Guide (Big Nerd Ranch Guides),Chris Aquino,29.99,2016-08-01,Big Nerd Ranch Guides,4.2,59
137470355,Computer Science,Information Theory,978-0387947044,Light: The Visible Spectrum and Beyond,Megan Watzke,29.99,2015-10-27,Black Dog & Leventhal,4.7,203
303073479X,Programming Languages,Python,978-1119412199,Mathematical Logic through Python,Gonczarowski Yannai A.,29.99,2022-12-15,Cambridge University Press,5,6
1492076635,Security & Encryption,Network Security,979-8376518885,Hacking For Dummies (For Dummies (Computer/Tech)),Kevin Beaver,29.99,2018-06-22,For Dummies,4.5,456
1803243198,Programming Languages,Python,978-1801817813,Python All-in-One For Dummies (For Dummies (Computer/Tech)),John C. Shovic,29.99,2021-04-09,For Dummies,4.5,262
B00WYJP0EG,Web Development & Design,Website Analytics,978-1565924024,NetSuite For Dummies,Luke Braud,29.99,2010-09-11,For Dummies,3.8,129
1801811784,Computer Science,AI & Machine Learning,978-1737310709,AWS Certified Machine Learning Specialty : Study Guide with Practice Questions & Labs - Volume 2 of 2: Machine Learning Implementation and Operations: First Edition - 2022,IP Specialist,29.99,2022-01-18,Independently published,5,1
1529420245,Web Development & Design,Web Marketing,978-1492054504,"Copywriting Third Edition: Successful writing for design, advertising and marketing",Mark Shaw,29.99,2022-10-18,Laurence King Publishing,5,3
71829237,Programming Languages,Python,978-1617294037,The Quick Python Book,Naomi Ceder,29.99,2018-06-14,Manning,4.4,97
789759969,Programming Languages,Python,978-1118131367,Classic Computer Science Problems in Python,David Kopec,29.99,2019-03-15,Manning,4.4,137
1838822364,Programming Languages,C#,978-1935182610,Programming Windows: Writing Windows 8 Apps With C# and XAML (Developer Reference (Paperback)),Charles Petzold,29.99,2013-02-04,Microsoft Press,4.2,35
735623082,Programming Languages,Python,978-0073523323,Object-Oriented Python: Master OOP by Building Games and GUIs,Irv Kalb,29.99,2022-01-25,No Starch Press,4.8,92
71496297,Web Development & Design,User Experience & Usability,978-1491951293,UX Research: Practical Techniques for Designing Better Products,Brad Nunnally,29.99,2016-06-12,O'Reilly Media,4.5,136
387978127,Databases & Big Data,Data Modeling & Design,978-1491938614,Access Database Design & Programming (3rd Edition),Steven Roman,29.99,2002-01-29,O'Reilly Media,3.9,36
1617294691,Computer Science,AI & Machine Learning,978-0071821650,Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,Chip Huyen,29.99,2022-06-21,O'Reilly Media,4.7,228
168050696X,Web Development & Design,Programming,978-1449399030,Monolith to Microservices: Evolutionary Patterns to Transform Your Monolith,Sam Newman,29.99,2019-12-10,O'Reilly Media,4.7,527
826145132,Computer Science,Computer Simulation,978-1803249841,"3D Printing with SketchUp: Use SketchUp to generate print-ready models and transform your project from concept to reality, 2nd Edition",Aaron Dietzen aka 'The SketchUp Guy',29.99,2023-02-28,Packt Publishing,5,5
1118057627,Web Development & Design,Web Services,978-0321321367,"React and React Native: Build cross-platform JavaScript applications with native power for the web, desktop, and mobile, 4th Edition",Roy Derks,29.99,2022-05-30,Packt Publishing,4.1,24
1138633410,Web Development & Design,Web Services,978-1260463255,Rust Web Development with Rocket: A practical guide to starting your journey in Rust web development using the Rocket framework,Karuna Murti,29.99,2022-06-30,Packt Publishing,4.1,5
1839215860,Programming Languages,Java,978-0754618737,"Jira 8 Administration Cookbook: Over 90 recipes to administer, customize, and extend Jira Core and Jira Service Desk, 3rd Edition",Patrick Li,29.99,2019-06-27,Packt Publishing,4.3,30
387242465,Security & Encryption,Privacy & Online Safety,978-1839213106,Hacking with Kali Linux: Penetration Testing Hacking Bible,Alex Wagner,29.99,2019-08-15,Sabi Shepherd Ltd,3.5,3
1119516048,Programming Languages,C & C++,978-0262037310,"Arduino Programming in 24 Hours, Sams Teach Yourself (Sams Teach Yourself: In 24 Hours)",Richard Blum,29.99,2014-08-21,Sams Publishing,4.5,295
831135824,Web Development & Design,User Experience & Usability,978-0890061039,"The Jobs To Be Done Playbook: Align Your Markets, Organization, and Strategy Around Customer Needs",Jim Kalbach,29.99,2020-04-07,Two Waves Books,4.5,297
331914474X,Programming Languages,CSS,978-1722823818,"Web Standards Programmer's Reference: HTML, CSS, JavaScript, Perl, Python, and PHP",Steven M. Schafer,29.99,2005-08-05,Wrox,4,7
321336321,Computer Science,AI & Machine Learning,978-1590594339,"Continuous Machine Learning with Kubeflow: Performing Reliable MLOps with Capabilities of TFX, Sagemaker and Kubernetes (English Edition)",Aniruddha Choudhury,29.95,2021-11-20,BPB Publications,4.6,3
1789612896,Programming Languages,C#,978-1801811583,Xamarin with Visual Studio: Launch your mobile development career by creating Android and iOS applications using.NET and C# (English Edition),Alessandro Del Sole,29.95,2022-06-14,BPB Publications,4.2,8
B00JXII6LA,Databases & Big Data,SQL,978-1098133115,"Querying MariaDB: Use SQL Operations,Data Extraction, and Custom Queries to Make your MariaDB Database Analytics more Accessible (English Edition)",Adam Aspin,29.95,2022-07-25,BPB Publications,5,1
1616890770,Web Development & Design,Web Marketing,978-1264268948,Marketing For Dummies,Jeanette Maw McMurtry,29.95,2022-11-08,For Dummies,4.8,19
387731717,Computer Science,Bioinformatics,978-8090466111,Introduction to Quantitative Cell Biology (Colloquium Quantitative Cell Biology),Wallace F. Marshall,29.95,2017-07-20,Morgan & Claypool,0,0
262017164,Programming Languages,Python,978-1801075558,"Doing Math with Python: Use Programming to Explore Algebra, Statistics, Calculus, and More!",Amit Saha,29.95,2015-08-01,No Starch Press,4.6,168
1108716830,Programming Languages,Python,978-1789343625,Mission Python: Code a Space Adventure Game!,Sean McManus,29.95,2018-10-16,No Starch Press,4.5,163
1260463559,Programming Languages,Python,978-1491916919,Python Playground: Geeky Projects for the Curious Programmer,Mahesh Venkitachalam,29.95,2015-10-01,No Starch Press,4.4,127
1449357016,Programming Languages,Python,978-1680509403,Math Adventures with Python: An Illustrated Guide to Exploring Math with Code,Peter Farrell,29.95,2019-01-08,No Starch Press,4.5,76
